Username,number- not needed,Email,Password,First Name,Last Name,Pronouns,University,Birthday,Academic Skills,Fitness Interests,Getting Help,Giving Help,Ratings,Profile Picture,Bio,Major,Grad Year
TaylorTakahashi4,4,TaylorTakahashi@uni.edu,n8B%i5Uz@3,Taylor,Takahashi,He/Him,University of Michigan,8/17/02, Finite Math,"Running, Martial Arts, Strength",yes,,2,,"Hi there, my name is Taylor Takahashi! Some of my interests include Running, Martial Arts, Strength, and  Finite Math, and my major is English. Can't wait to meet you!",English,2023
AlexAli9,9,AlexAli@uni.edu,i7S%i3Mz*6,Alex,Ali,He/Him,Michigan State University ,4/29/95, Foreign Languages,"Hiking, Cycling, Zumba",yes,,2,,"Hi there, my name is Alex Ali! Some of my interests include Hiking, Cycling, Zumba, and  Foreign Languages, and my major is Communication Studies. Can't wait to meet you!",Communication Studies,2024
CaseyMartinez5,5,CaseyMartinez@uni.edu,t6H%i8Pz!1,Casey,Martinez,He/Him,Ohio State University,10/11/01, Geometry,"Cardio, Golfing, Cycling, Zumba",yes,,5,,"Hi there, my name is Casey Martinez! Some of my interests include Cardio, Golfing, Cycling, Zumba, and  Geometry, and my major is Sociology. Can't wait to meet you!",Sociology,2025
MorganKimura5,5,MorganKimura@uni.edu,x3C%i1Kz*9,Morgan,Kimura,He/Him,Pennsylvania State University,1/23/96, Geography,"Dance, Pilates, Weightlifting",yes,,3,,"Hi there, my name is Morgan Kimura! Some of my interests include Dance, Pilates, Weightlifting, and  Geography, and my major is Finance. Can't wait to meet you!",Finance,2026
JamieMurphy9,9,JamieMurphy@uni.edu,f5M%i4Zz!2,Jamie,Murphy,They/Them,Rutgers University,7/2/00, History,"Running, Yoga, Weightlifting",yes,,3,,"Hi there, my name is Jamie Murphy! Some of my interests include Running, Yoga, Weightlifting, and  History, and my major is Political Science. Can't wait to meet you!",Political Science,2015
RileySingh5,5,RileySingh@uni.edu,c2E%i8Vz*7,Riley,Singh,He/Him,University of Illinois - Urbana Champaign,9/19/97, Literature,"Golfing, Yoga, Zumba",yes,,4,,"Hi there, my name is Riley Singh! Some of my interests include Golfing, Yoga, Zumba, and  Literature, and my major is Marketing. Can't wait to meet you!",Marketing,2027
AveryDavis5,5,AveryDavis@uni.edu,j1X%i3Wz@5,Avery,Davis,He/Him,University of Minnesota,3/8/99, Math,"Boxing, Weightlifting, CrossFit",yes,,3,,"Hi there, my name is Avery Davis! Some of my interests include Boxing, Weightlifting, CrossFit, and  Math, and my major is Anthropology. Can't wait to meet you!",Anthropology,2015
CameronLee9,9,CameronLee@uni.edu,p9R%i2Tz!1,Cameron,Lee,He/Him,University of Nebraska,11/27/94, Music,Cycling,,yes,2,,"Hi there, my name is Cameron Lee! Some of my interests include Cycling, and  Music, and my major is Chemistry. Can't wait to meet you!",Chemistry,2016
QuinnSantos8,8,QuinnSantos@uni.edu,h5N%i8Uz*3,Quinn,Santos,He/Him,Northwestern University,5/15/02, Philosophy,Hiking,yes,yes,5,,"Hi there, my name is Quinn Santos! Some of my interests include Hiking, and  Philosophy, and my major is Criminal Justice. Can't wait to meet you!",Criminal Justice,2017
JordanRossi7,7,JordanRossi@uni.edu,b8O%i1Qz@5,Jordan,Rossi,He/Him,Purdue University,8/6/98, Physics,Cycling,yes,yes,2,,"Hi there, my name is Jordan Rossi! Some of my interests include Cycling, and  Physics, and my major is Environmental Science. Can't wait to meet you!",Environmental Science,2018
TaylorSmith9,9,TaylorSmith@uni.edu,m4L%i3Sj2@,Taylor,Smith,She/Her,University of Wisconsin-Madison,12/31/01, Political Science,Dance,yes,,5,,"Hi there, my name is Taylor Smith! Some of my interests include Dance, and  Political Science, and my major is Music. Can't wait to meet you!",Music,2019
AlexKim5,5,AlexKim@uni.edu,s1G%i7Fz*5,Alex,Kim,She/Her,Indiana University Bloomington,6/9/96, Probability,CrossFit,yes,yes,3,,"Hi there, my name is Alex Kim! Some of my interests include CrossFit, and  Probability, and my major is Education. Can't wait to meet you!",Education,2020
CaseyRodriguez9,9,CaseyRodriguez@uni.edu,v3T%i4Yz@1,Casey,Rodriguez,She/Her,University of Maryland,2/14/00, Psychology,CrossFit,yes,yes,3,,"Hi there, my name is Casey Rodriguez! Some of my interests include CrossFit, and  Psychology, and my major is Business Administration. Can't wait to meet you!",Business Administration,2021
MorganPatel4,4,MorganPatel@uni.edu,g6I%i8Cz!3,Morgan,Patel,She/Her,University of Michigan,10/23/95, Science,Hiking,yes,,4,,"Hi there, my name is Morgan Patel! Some of my interests include Hiking, and  Science, and my major is Physics. Can't wait to meet you!",Physics,2022
JamieNguyen4,4,JamieNguyen@uni.edu,d2F%i1Xy7@,Jamie,Nguyen,She/Her,Michigan State University ,4/7/97, Sociology,"Running, Martial Arts, Strength",yes,,3,,"Hi there, my name is Jamie Nguyen! Some of my interests include Running, Martial Arts, Strength, and  Sociology, and my major is History. Can't wait to meet you!",History,2019
RileyHernandez2,2,RileyHernandez@uni.edu,u4Q%i3Zz!2,Riley,Hernandez,She/Her,Ohio State University,1/11/02, Speaking,"Hiking, Cycling, Zumba",yes,,4,,"Hi there, my name is Riley Hernandez! Some of my interests include Hiking, Cycling, Zumba, and  Speaking, and my major is Journalism. Can't wait to meet you!",Journalism,2020
AveryGarcia2,2,AveryGarcia@uni.edu,o6J%i1Bz*7,Avery,Garcia,She/Her,Pennsylvania State University,9/28/99, Statistics,"Cardio, Golfing, Cycling, Zumba",yes,,3,,"Hi there, my name is Avery Garcia! Some of my interests include Cardio, Golfing, Cycling, Zumba, and  Statistics, and my major is Mechanical Engineering. Can't wait to meet you!",Mechanical Engineering,2021
CameronWang2,2,CameronWang@uni.edu,a5W%i8Sg!2,Cameron,Wang,She/Her,Rutgers University,3/5/98, Trigonometry,Golfing,yes,,5,,"Hi there, my name is Cameron Wang! Some of my interests include Golfing, and  Trigonometry, and my major is Graphic Design. Can't wait to meet you!",Graphic Design,2022
QuinnJohnson2,2,QuinnJohnson@uni.edu,i9K%i3Uz@5,Quinn,Johnson,She/Her,University of Illinois - Urbana Champaign,7/21/94,"Statistics, Calculus, Algebra",Swimming,yes,,2,,"Hi there, my name is Quinn Johnson! Some of my interests include Swimming, and Statistics, Calculus, Algebra, and my major is Sociology. Can't wait to meet you!",Sociology,2023
JordanSilva4,4,JordanSilva@uni.edu,r1P%i7Mz!4,Jordan,Silva,She/Her,University of Minnesota,11/14/00,"Algebra, Calculus",Walking,,yes,2,,"Hi there, my name is Jordan Silva! Some of my interests include Walking, and Algebra, Calculus, and my major is Nutrition. Can't wait to meet you!",Nutrition,2024
TaylorLopez2,2,TaylorLopez@uni.edu,f3H%i5Lz@1,Taylor,Lopez,She/Her,University of Nebraska,5/2/97,"Trigonometry, Calculus","Walking, Running",,yes,5,,"Hi there, my name is Taylor Lopez! Some of my interests include Walking, Running, and Trigonometry, Calculus, and my major is Mathematics. Can't wait to meet you!",Mathematics,2025
AlexTakahashi1,1,AlexTakahashi@uni.edu,l2X%i8Oz*6,Alex,Takahashi,She/Her,Northwestern University,8/13/95,"Calculus, Finite Math",Zumba,yes,,4,,"Hi there, my name is Alex Takahashi! Some of my interests include Zumba, and Calculus, Finite Math, and my major is Civil Engineering. Can't wait to meet you!",Civil Engineering,2026
CaseyAli9,9,CaseyAli@uni.edu,c8A%i1Wz!9,Casey,Ali,She/Her,Purdue University,1/26/01,"Algebra, Geometry",Hiking,yes,,5,,"Hi there, my name is Casey Ali! Some of my interests include Hiking, and Algebra, Geometry, and my major is Psychology. Can't wait to meet you!",Psychology,2015
MorganMartinez5,5,MorganMartinez@uni.edu,z4G%i6Ez*3,Morgan,Martinez,He/Him,University of Wisconsin-Madison,6/18/98,"Sociology, Philosophy",Cycling,yes,,2,,"Hi there, my name is Morgan Martinez! Some of my interests include Cycling, and Sociology, Philosophy, and my major is Economics. Can't wait to meet you!",Economics,2027
JamieKimura1,1,JamieKimura@uni.edu,k7Z%i2Jz@1,Jamie,Kimura,He/Him,Indiana University Bloomington,12/7/99,Writing,Running,,yes,5,,"Hi there, my name is Jamie Kimura! Some of my interests include Running, and Writing, and my major is Environmental Studies. Can't wait to meet you!",Environmental Studies,2015
RileyMurphy5,5,RileyMurphy@uni.edu,w5T%i8Xz!2,Riley,Murphy,They/Them,University of Maryland,4/24/96,History,Zumba,,yes,5,,"Hi there, my name is Riley Murphy! Some of my interests include Zumba, and History, and my major is Film Studies. Can't wait to meet you!",Film Studies,2016
AverySingh4,4,AverySingh@uni.edu,s3P%i6Kz*9,Avery,Singh,She/Her,University of Michigan,10/1/02,Literature,Yoga,,yes,2,,"Hi there, my name is Avery Singh! Some of my interests include Yoga, and Literature, and my major is International Relations. Can't wait to meet you!",International Relations,2017
CameronDavis2,2,CameronDavis@uni.edu,x1Q%i2Zz@3,Cameron,Davis,He/Him,Michigan State University ,2/11/97,"Biology, Physics",Cardio,,yes,2,,"Hi there, my name is Cameron Davis! Some of my interests include Cardio, and Biology, Physics, and my major is Chemistry. Can't wait to meet you!",Chemistry,2018
QuinnLee1,1,QuinnLee@uni.edu,qR3tY!uP0,Quinn,Lee,He/Him,Ohio State University,8/29/01,Algebra,"CrossFit, Cardio",,yes,4,,"Hi there, my name is Quinn Lee! Some of my interests include CrossFit, Cardio, and Algebra, and my major is Art History. Can't wait to meet you!",Art History,2019
JordanSantos5,5,JordanSantos@uni.edu,s2L&dF@8,Jordan,Santos,He/Him,Pennsylvania State University,11/20/94,"Calculus, Music","Strength, Weightlifting",,yes,2,,"Hi there, my name is Jordan Santos! Some of my interests include Strength, Weightlifting, and Calculus, Music, and my major is Linguistics. Can't wait to meet you!",Linguistics,2020
TaylorRossi9,9,TaylorRossi@uni.edu,9x#zV7sA,Taylor,Rossi,He/Him,Rutgers University,5/6/00,"Biology, Chemistry",Weighlifting,,yes,4,,"Hi there, my name is Taylor Rossi! Some of my interests include Weighlifting, and Biology, Chemistry, and my major is Computer Science. Can't wait to meet you!",Computer Science,2021
AlexBrown8,8,AlexBrown@uni.edu,b6*1oE$p,Alex,Brown,She/Her,University of Illinois - Urbana Champaign,9/15/98,Algebra,Dance,,yes,3,,"Hi there, my name is Alex Brown! Some of my interests include Dance, and Algebra, and my major is Social Work. Can't wait to meet you!",Social Work,2022
CaseyKim4,4,CaseyKim@uni.edu,G0q!vL4x,Casey,Kim,She/Her,University of Minnesota,3/2/95,Science,Walking,yes,yes,2,,"Hi there, my name is Casey Kim! Some of my interests include Walking, and Science, and my major is Philosophy. Can't wait to meet you!",Philosophy,2019
MorganRodriguez4,4,MorganRodriguez@uni.edu,wU5&k2!e,Morgan,Rodriguez,He/Him,University of Nebraska,7/11/99,"Sociology, Geometry, Computer Science",Walking,,yes,5,,"Hi there, my name is Morgan Rodriguez! Some of my interests include Walking, and Sociology, Geometry, Computer Science, and my major is Human Resource Management. Can't wait to meet you!",Human Resource Management,2020
JamiePatel6,6,JamiePatel@uni.edu,3nI$yF@r,Jamie,Patel,He/Him,Northwestern University,1/17/96,"Calculus, Computer Science, Statistics",Dance,,yes,2,,"Hi there, my name is Jamie Patel! Some of my interests include Dance, and Calculus, Computer Science, Statistics, and my major is Public Health. Can't wait to meet you!",Public Health,2021
RileyNguyen6,6,RileyNguyen@uni.edu,H8*b2X!v,Riley,Nguyen,He/Him,Purdue University,6/24/02,"Computer Science, Accounting",Cardio,,yes,4,,"Hi there, my name is Riley Nguyen! Some of my interests include Cardio, and Computer Science, Accounting, and my major is Architecture. Can't wait to meet you!",Architecture,2022
AveryHernandez1,1,AveryHernandez@uni.edu,dY4&7u!o,Avery,Hernandez,She/Her,University of Wisconsin-Madison,10/10/97,Accounting,Strength,,yes,2,,"Hi there, my name is Avery Hernandez! Some of my interests include Strength, and Accounting, and my major is Marketing. Can't wait to meet you!",Marketing,2023
CameronGarcia3,3,CameronGarcia@uni.edu,tZ1vR#8y,Cameron,Garcia,She/Her,Northwestern University,4/30/98,"Music, Physics",CrossFit,,yes,3,,"Hi there, my name is Cameron Garcia! Some of my interests include CrossFit, and Music, Physics, and my major is Business Management. Can't wait to meet you!",Business Management,2024
QuinnWang5,5,QuinnWang@uni.edu,O1l!pQ5z,Quinn,Wang,She/Her,Purdue University,12/13/01,Physics,"Cardio, Cycling, Running, Yoga",,yes,2,,"Hi there, my name is Quinn Wang! Some of my interests include Cardio, Cycling, Running, Yoga, and Physics, and my major is Biomedical Engineering. Can't wait to meet you!",Biomedical Engineering,2025
JordanJohnson1,1,JordanJohnson@uni.edu,eR6y@2vI,Jordan,Johnson,They/Them,University of Wisconsin-Madison,8/22/95,History,"Cycling, Running, Weightlifting",,yes,4,,"Hi there, my name is Jordan Johnson! Some of my interests include Cycling, Running, Weightlifting, and History, and my major is Spanish. Can't wait to meet you!",Spanish,2026
TaylorSilva1,1,TaylorSilva@uni.edu,xT8!gZ3c,Taylor,Silva,She/Her,University of Illinois - Urbana Champaign,2/5/00,"Writing, Probability","Dance, Hiking, Pilates, Swimming, Walking",yes,yes,5,,"Hi there, my name is Taylor Silva! Some of my interests include Dance, Hiking, Pilates, Swimming, Walking, and Writing, Probability, and my major is Theater Arts. Can't wait to meet you!",Theater Arts,2015
7,7,,,,,,,,,,,,,,"Hi there, my name is  ! Some of my interests include , and , and my major is Accounting. Can't wait to meet you!",Accounting,
